Throttle,Engine Speed,Vehicle Speed,Gear
99.462662,4612.390026,97.871654,3.0
99.584763,4618.086218,98.035317,3.0
99.609184,4624.224822,98.198413,3.0
99.560341,4629.933602,98.361211,3.0
99.682442,4658.255561,99.167385,3.0
99.462662,4664.702016,99.327105,3.0
99.267303,4669.632989,99.48679,3.0
99.511505,4675.273535,99.645612,3.0
99.535927,4681.289792,99.803983,3.0
99.65802,4686.741815,99.962119,3.0
99.633598,4697.248715,100.277016,3.0
99.633598,4703.872227,100.433383,4.0
99.169624,3412.724883,101.05508,4.0
99.120781,3509.93846,101.141931,4.0
99.438248,3462.84948,101.26974,4.0
99.267303,3491.921002,101.375638,4.0
99.023094,3488.742,101.717985,4.0
98.974258,3495.625543,101.829547,4.0
99.535927,3496.244836,101.942747,4.0
99.291725,3501.457778,102.054753,4.0
99.609184,3502.846508,102.167641,4.0
98.974258,3507.265225,102.279687,4.0
99.169624,3513.31745,102.503984,4.0
99.584763,3514.892139,102.616356,4.0
98.99868,3519.281955,102.727982,4.0
99.535927,3520.716329,102.840123,4.0
99.242882,3525.322748,102.95146,4.0
99.047523,3537.073781,103.397311,4.0
99.194046,3538.805611,103.508756,4.0
99.560341,3542.686146,103.619545,4.0
99.291725,3545.596927,103.730632,4.0
99.364983,3548.260037,103.841588,4.0
99.487083,3551.490168,103.952305,4.0
99.242882,3563.077394,104.394567,4.0
99.291725,3566.071993,104.504781,4.0
98.901001,3569.043891,104.614913,4.0
99.560341,3571.463772,104.724956,4.0
99.291725,3575.516244,104.83467,4.0
98.99868,3577.482221,104.944769,4.0
99.609184,3580.56756,105.054344,4.0
99.267303,3592.281559,105.492535,4.0
99.609184,3595.361935,105.60168,4.0
99.242882,3598.602947,105.710797,4.0
98.99868,3600.855018,105.819955,4.0
98.949837,3603.748958,105.928724,4.0
99.511505,3616.040998,106.36237,4.0
99.560341,3617.989363,106.470769,4.0
99.584763,3621.607584,106.578572,4.0
98.656799,3623.867164,106.686592,4.0
99.145203,3625.974225,106.794173,4.0
99.291725,3629.973427,106.901251,4.0
99.340561,3636.345976,107.115714,4.0
99.047523,3637.190613,107.223234,4.0
99.316147,3641.136752,107.329655,4.0
99.438248,3643.397761,107.436466,4.0
99.21846,3646.757783,107.542863,4.0
99.413826,3648.836254,107.649372,4.0
99.242882,3652.404569,107.755386,4.0
99.633598,3663.495919,108.178724,4.0
99.633598,3665.927321,108.284331,4.0
99.511505,3668.925931,108.389627,4.0
99.487083,3671.338598,108.494882,4.0
99.560341,3674.297717,108.599823,4.0
99.169624,3684.371702,109.018393,4.0
99.609184,3687.973969,109.122267,4.0
99.438248,3690.601224,109.226399,4.0
99.242882,3693.152467,109.330336,4.0
99.047523,3695.715055,109.434047,4.0
99.242882,3698.256901,109.53754,4.0
99.291725,3703.513962,109.744088,4.0
99.560341,3706.799008,109.846997,4.0
99.291725,3709.38819,109.950032,4.0
99.120781,3711.778507,110.052873,4.0
99.731277,3714.418631,110.155432,4.0
99.364983,3717.867629,110.257828,4.0
99.023094,3719.512711,110.36043,4.0
99.316147,3725.348459,110.564375,4.0
99.242882,3727.702294,110.666305,4.0
99.364983,3730.437099,110.767954,4.0
99.023094,3733.150784,110.869496,4.0
99.633598,3735.281892,110.970924,4.0
99.340561,3739.005377,111.071978,4.0
99.047523,3740.505626,111.173378,4.0
99.389404,3749.011408,111.475553,4.0
98.99868,3751.257327,111.576155,4.0
99.21846,3753.580169,111.67645,4.0
99.535927,3756.613745,111.776477,4.0
99.584763,3759.29994,111.876553,4.0
99.462662,3761.869395,111.976526,4.0
98.974258,3764.29042,112.076344,4.0
99.242882,3771.830946,112.37456,4.0
99.316147,3774.42154,112.47365,4.0
99.316147,3777.032187,112.572608,4.0
99.438248,3779.530075,112.671446,4.0
99.120781,3782.247433,112.770115,4.0
99.633598,3784.259844,112.868714,4.0
99.633598,3787.7622,112.966936,4.0
99.291725,3794.473846,113.261514,4.0
99.267303,3797.299735,113.359199,4.0
99.535927,3799.571486,113.456876,4.0
99.535927,3802.551675,113.554304,4.0
99.633598,3804.748952,113.651793,4.0
99.389404,3807.545423,113.749005,4.0
99.682442,3814.330895,114.039957,4.0
99.364983,3817.723506,114.136428,4.0
99.609184,3819.230307,114.233149,4.0
99.706856,3822.577096,114.329309,4.0
99.267303,3824.627932,114.425703,4.0
98.974258,3826.765601,114.521775,4.0
99.609184,3831.972993,114.71313,4.0
99.413826,3834.511243,114.808767,4.0
99.462662,3836.637636,114.9043,4.0
99.169624,3839.30663,114.999556,4.0
99.316147,3841.215725,115.094769,4.0
99.65802,3844.115752,115.189618,4.0
99.21846,3846.683542,115.284527,4.0
99.633598,3851.686875,115.473763,4.0
99.487083,3853.671383,115.56838,4.0
