Throttle,Brake,Engine Speed,Vehicle Speed,Gear
49.157463,0.0,132.148773,4109.061742,4.0
49.010941,0.0,132.14901,4111.673495,4.0
49.084202,0.0,132.14954,4109.171618,4.0
48.962101,0.0,132.149561,4111.019427,4.0
49.133041,100.0,132.149924,4108.525145,4.0
49.035362,100.0,132.102883,4112.106022,4.0
49.05978,100.0,132.056897,4109.409996,4.0
49.010941,0.0,132.034351,4107.707962,4.0
49.05978,0.0,132.034862,4107.360416,4.0
49.157463,0.0,132.035184,4107.083045,4.0
49.10862,0.0,132.035435,4108.346615,4.0
49.206303,0.0,132.036415,4109.025952,4.0
49.133041,0.0,132.037141,4109.082237,4.0
49.035362,0.0,132.037876,4108.149626,4.0
48.962101,0.0,132.038545,4106.824496,4.0
49.10862,0.0,132.038706,4105.876133,4.0
49.05978,0.0,132.03902,4108.450006,4.0
49.133041,0.0,132.039583,4107.218076,4.0
49.181881,100.0,132.040311,4106.27371,4.0
49.230721,100.0,131.9939,4108.945715,4.0
48.937679,0.0,131.948777,4106.009859,4.0
49.10862,0.0,131.949418,4103.518212,4.0
49.05978,0.0,131.949434,4105.64988,4.0
49.035362,0.0,131.950386,4103.511027,4.0
49.010941,0.0,131.950393,4104.721128,4.0
49.084202,0.0,131.9507,4104.455353,4.0
49.133041,0.0,131.951411,4106.395005,4.0
49.181881,0.0,131.952128,4106.125876,4.0
49.010941,0.0,131.953571,4104.902256,4.0
49.157463,0.0,131.953899,4104.533666,4.0
48.986523,0.0,131.954133,4106.426435,4.0
49.133041,0.0,131.955003,4104.536775,4.0
49.084202,0.0,131.955229,4106.13446,4.0
49.10862,0.0,131.955852,4105.568538,4.0
49.255142,0.0,131.956879,4105.900416,4.0
49.181881,0.0,131.95743,4107.814436,4.0
49.035362,0.0,131.958456,4106.943828,4.0
49.181881,0.0,131.959575,4106.566688,4.0
49.10862,0.0,131.960272,4106.949241,4.0
48.986523,0.0,131.96106,4106.027997,4.0
49.133041,50.0,131.961761,4106.59411,4.0
49.303982,50.0,131.939549,4103.889728,4.0
49.035362,50.0,131.917411,4105.964554,4.0
48.913258,0.0,131.906953,4105.030835,4.0
49.133041,0.0,131.907668,4102.226518,4.0
49.181881,0.0,131.90768,4104.980784,4.0
49.035362,0.0,131.909254,4102.282684,4.0
49.035362,0.0,131.909267,4103.75216,4.0
49.133041,0.0,131.909646,4103.813846,4.0
49.05978,0.0,131.910743,4105.782338,4.0
49.035362,0.0,131.911617,4104.238726,4.0
49.084202,0.0,131.912488,4103.565744,4.0
48.986523,0.0,131.912796,4104.511708,4.0
49.181881,0.0,131.913337,4103.288891,4.0
49.05978,0.0,131.914422,4103.035337,4.0
49.035362,0.0,131.914583,4104.216233,4.0
49.05978,0.0,131.915421,4104.267448,4.0
49.010941,0.0,131.915881,4104.288465,4.0
49.10862,0.0,131.916342,4103.666164,4.0
48.864418,0.0,131.917258,4105.924384,4.0
49.133041,0.0,131.918118,4101.855916,4.0
48.986523,0.0,131.917959,4105.196335,4.0
49.157463,0.0,131.918859,4105.276649,4.0
49.05978,0.0,131.920323,4104.432979,4.0
49.133041,0.0,131.920786,4104.404666,4.0
49.133041,0.0,131.92124,4105.364122,4.0
48.913258,0.0,131.922624,4103.527029,4.0
49.352818,0.0,131.922845,4102.519734,4.0
49.10862,0.0,131.922815,4108.180821,4.0
49.10862,0.0,131.924829,4105.471669,4.0
49.133041,0.0,131.925518,4105.178252,4.0
49.181881,0.0,131.926814,4107.10915,4.0
49.084202,0.0,131.927897,4106.229433,4.0
49.133041,0.0,131.929282,4105.880685,4.0
49.035362,0.0,131.930039,4105.60987,4.0
48.913258,0.0,131.930722,4104.350008,4.0
49.084202,0.0,131.931047,4105.840786,4.0
49.10862,0.0,131.93178,4105.014549,4.0
49.133041,0.0,131.932895,4103.756558,4.0
49.010941,0.0,131.933096,4105.608581,4.0
49.05978,0.0,131.933755,4104.101823,4.0
49.10862,0.0,131.934459,4103.138105,4.0
49.010941,0.0,131.934494,4105.300328,4.0
48.962101,0.0,131.935066,4104.121851,4.0
49.010941,0.0,131.935448,4107.233693,4.0
49.157463,0.0,131.936497,4104.210391,4.0
49.133041,0.0,131.936782,4106.024477,4.0
49.206303,0.0,131.938188,4104.207522,4.0
48.913258,0.0,131.939351,4103.626961,4.0
49.035362,0.0,131.93947,4102.896947,4.0
49.181881,0.0,131.939408,4104.45128,4.0
49.133041,0.0,131.940542,4104.913362,4.0
49.157463,0.0,131.940972,4105.82636,4.0
48.986523,0.0,131.942366,4106.532052,4.0
49.035362,0.0,131.943185,4104.026224,4.0
48.937679,0.0,131.943701,4106.193323,4.0
49.084202,0.0,131.944426,4103.410729,4.0
49.10862,0.0,131.944453,4105.217441,4.0
49.10862,0.0,131.945499,4105.317835,4.0
49.157463,0.0,131.945992,4105.636306,4.0
49.010941,0.0,131.947289,4105.062675,4.0
49.206303,0.0,131.947704,4104.399471,4.0
49.181881,0.0,131.948826,4106.066292,4.0
49.05978,0.0,131.94948,4106.689453,4.0
49.010941,0.0,131.950285,4105.142314,4.0
48.962101,0.0,131.95094,4106.035564,4.0
49.133041,0.0,131.951571,4103.884541,4.0
49.157463,0.0,131.952285,4105.801372,4.0
49.133041,0.0,131.952847,4106.440467,4.0
49.157463,0.0,131.953564,4106.159785,4.0
49.035362,0.0,131.954923,4103.657154,4.0
48.962101,0.0,131.954932,4104.828476,4.0
49.05978,0.0,131.955231,4103.927645,4.0
49.181881,0.0,131.955685,4106.166639,4.0
49.255142,0.0,131.956312,4106.847202,4.0
49.133041,0.0,131.958139,4106.620304,4.0
49.035362,0.0,131.95886,4106.28521,4.0
49.05978,0.0,131.959806,4106.888107,4.0
49.05978,0.0,131.960582,4105.381647,4.0
48.986523,0.0,131.960976,4105.343011,4.0
48.962101,0.0,131.961502,4104.68692,4.0
49.157463,0.0,131.961717,4104.068629,4.0
49.035362,0.0,131.961776,4106.581058,4.0
49.426079,0.0,131.96246,4105.098223,4.0
49.05978,0.0,131.96277,4110.125058,4.0
99.267303,0.0,162.153095,5026.530768,4.0
99.511505,0.0,162.153083,5026.476285,4.0
99.389404,0.0,162.153054,5026.739576,4.0
99.267303,0.0,162.153103,5026.568419,4.0
99.364983,0.0,162.153101,5026.470333,4.0
99.291725,0.0,162.15307,5026.588171,4.0
99.438248,0.0,162.153074,5026.491739,4.0
99.316147,0.0,162.15305,5026.660422,4.0
99.438248,0.0,162.153076,5026.50489,4.0
99.316147,0.0,162.153056,5026.658314,4.0
99.487083,0.0,162.153081,5026.505374,4.0
99.462662,0.0,162.153061,5026.709299,4.0
99.389404,0.0,162.1531,5026.649939,4.0
99.413826,0.0,162.153122,5026.584299,4.0
99.413826,0.0,162.153125,5026.621075,4.0
99.462662,0.0,162.153138,5026.615131,4.0
99.389404,0.0,162.15315,5026.667382,4.0
99.364983,0.0,162.153176,5026.582734,4.0
99.413826,0.0,162.153178,5026.571798,4.0
99.267303,0.0,162.153176,5026.624572,4.0
99.364983,0.0,162.15319,5026.463095,4.0
99.389404,0.0,162.153157,5026.591688,4.0
99.438248,0.0,162.153161,5026.595302,4.0
99.316147,0.0,162.153167,5026.645769,4.0
99.242882,0.0,162.153187,5026.510322,4.0
99.413826,0.0,162.153132,5026.668593,4.0
99.413826,0.0,162.15316,5026.607554,4.0
99.389404,0.0,162.153169,5026.618247,4.0
99.389404,0.0,162.153181,5026.591265,4.0
99.389404,0.0,162.153185,5026.595992,4.0
99.438248,0.0,162.15319,5026.595327,4.0
99.413826,0.0,162.153196,5026.64652,4.0
99.511505,0.0,162.153216,5026.612814,4.0
99.413826,0.0,162.153226,5026.720724,4.0
99.462662,0.0,162.153267,5026.601455,4.0
99.340561,0.0,162.153274,5026.672988,4.0
99.462662,0.0,162.153301,5026.534117,4.0
99.413826,0.0,162.153287,5026.68487,4.0
99.438248,0.0,162.153318,5026.608928,4.0
99.413826,0.0,162.153345,5026.514164,4.0
99.364983,0.0,162.153325,5026.638342,4.0
99.413826,0.0,162.153342,5026.566595,4.0
99.413826,0.0,162.153337,5026.629695,4.0
99.462662,0.0,162.153351,5026.619262,4.0
99.389404,0.0,162.153362,5026.672264,4.0
99.340561,0.0,162.153388,5026.587475,4.0
99.413826,0.0,162.153389,5026.551079,4.0
99.340561,0.0,162.15338,5026.633469,4.0
99.364983,0.0,162.153394,5026.543349,4.0
99.487083,0.0,162.153383,5026.583921,4.0
99.462662,0.0,162.153383,5026.704338,4.0
99.438248,0.0,162.153418,5026.659163,4.0
99.413826,0.0,162.15344,5026.642023,4.0
99.364983,0.0,162.153457,5026.619928,4.0
99.316147,0.0,162.153467,5026.573036,4.0
99.438248,0.0,162.153463,5026.530023,4.0
99.413826,0.0,162.153447,5026.664303,4.0
99.389404,0.0,162.15347,5026.616457,4.0
99.364983,0.0,162.153479,5026.599415,4.0
99.21846,0.0,162.153482,5026.576962,4.0
99.487083,0.0,162.15348,5026.427908,4.0
99.413826,0.0,162.153434,5026.732354,4.0
99.340561,0.0,162.153477,5026.604972,4.0
99.340561,0.0,162.153482,5026.55053,4.0
99.438248,0.0,162.153472,5026.559562,4.0
99.389404,0.0,162.153464,5026.659705,4.0
99.511505,0.0,162.153485,5026.592191,4.0
99.413826,0.0,162.153487,5026.731138,4.0
99.413826,0.0,162.153529,5026.606571,4.0
99.438248,0.0,162.153535,5026.628057,4.0
99.413826,0.0,162.153547,5026.650156,4.0
99.438248,0.0,162.153565,5026.621378,4.0
99.340561,0.0,162.153574,5026.652025,4.0
99.364983,0.0,162.153579,5026.639699,4.0
99.340561,0.0,162.153594,5026.57301,4.0
99.316147,0.0,162.153589,5026.558818,4.0
99.511505,0.0,162.15358,5026.535542,4.0
99.316147,0.0,162.153565,5026.742876,4.0
99.291725,0.0,162.15361,5026.504821,4.0
99.413826,0.0,162.153585,5026.519402,4.0
99.340561,0.0,162.153564,5026.643738,4.0
99.511505,0.0,162.15358,5026.546482,4.0
99.340561,0.0,162.153568,5026.741085,4.0
99.413826,0.0,162.153612,5026.530651,4.0
99.413826,0.0,162.153595,5026.642618,4.0
99.389404,0.0,162.15361,5026.623867,4.0
99.438248,0.0,162.15362,5026.601866,4.0
99.438248,0.0,162.153623,5026.656659,4.0
99.340561,0.0,162.153642,5026.647782,4.0
99.340561,0.0,162.153659,5026.547863,4.0
99.364983,0.0,162.153646,5026.564611,4.0
99.340561,0.0,162.153638,5026.587016,4.0
99.389404,0.0,162.153637,5026.557683,4.0
99.364983,0.0,162.153627,5026.613385,4.0
99.364983,0.0,162.153634,5026.578561,4.0
99.364983,0.0,162.15363,5026.584421,4.0
99.389404,0.0,162.153628,5026.583369,4.0
99.511505,0.0,162.153626,5026.608963,4.0
99.389404,0.0,162.153632,5026.732068,4.0
99.389404,0.0,162.153673,5026.584724,4.0
99.413826,0.0,162.153671,5026.609899,4.0
99.560341,0.0,162.153676,5026.631199,4.0
99.413826,0.0,162.153687,5026.780651,4.0
99.438248,0.0,162.153742,5026.603679,4.0
99.389404,0.0,162.153745,5026.65955,4.0
99.364983,0.0,162.153764,5026.599546,4.0
99.438248,0.0,162.153765,5026.584381,4.0
99.511505,0.0,162.153762,5026.663307,4.0
99.438248,0.0,162.153782,5026.726713,4.0
99.413826,0.0,162.15382,5026.640457,4.0
99.364983,0.0,162.153833,5026.630108,4.0
99.413826,0.0,162.153843,5026.581195,4.0
99.511505,0.0,162.153838,5026.640379,4.0
99.389404,0.0,162.153851,5026.732449,4.0
99.389404,0.0,162.15389,5026.590378,4.0
99.413826,0.0,162.153887,5026.61464,4.0
99.487083,0.0,162.153892,5026.636081,4.0
99.364983,0.0,162.153903,5026.709096,4.0
99.364983,0.0,162.153935,5026.570102,4.0
99.389404,0.0,162.153926,5026.593656,4.0
99.364983,0.0,162.153929,5026.662448,4.0
99.462662,0.0,162.153947,5026.578407,4.0
99.21846,0.0,162.153941,5026.694492,4.0
99.413826,0.0,162.153968,5026.420683,4.0
99.389404,0.0,162.153915,5026.669839,4.0
99.438248,0.0,162.153936,5026.602315,4.0
99.487083,0.0,162.153936,5026.66483,4.0
99.511505,0.0,162.153955,5026.705548,4.0
99.364983,0.0,162.153986,5026.724837,4.0
99.438248,0.0,162.154022,5026.569691,4.0
99.242882,0.0,162.154012,5026.672404,4.0
99.413826,0.0,162.154033,5026.451624,4.0
99.340561,0.0,162.153988,5026.666477,4.0
99.340561,0.0,162.154007,5026.553833,4.0
99.462662,0.0,162.153993,5026.572721,4.0
99.364983,0.0,162.153984,5026.69662,4.0
99.364983,0.0,162.154012,5026.57427,4.0
99.413826,0.0,162.154004,5026.594988,4.0
99.389404,0.0,162.154002,5026.642331,4.0
99.438248,0.0,162.154013,5026.609067,4.0
99.340561,0.0,162.154015,5026.66575,4.0
99.340561,0.0,162.154034,5026.554657,4.0
99.413826,0.0,162.15402,5026.57328,4.0
99.438248,0.0,162.154011,5026.646287,4.0
99.438248,0.0,162.154024,5026.659598,4.0
99.389404,0.0,162.15404,5026.657753,4.0
99.364983,0.0,162.154056,5026.607551,4.0
99.340561,0.0,162.154057,5026.5907,4.0
99.535927,0.0,162.154043,5026.648028,4.0
99.413826,0.0,162.154056,5026.762011,4.0
99.413826,0.0,162.154102,5026.616358,4.0
99.389404,0.0,162.154105,5026.641399,4.0
99.438248,0.0,162.154116,5026.61192,4.0
99.413826,0.0,162.154118,5026.667952,4.0
99.340561,0.0,162.154136,5026.633367,4.0
99.364983,0.0,162.154144,5026.563089,4.0
99.389404,0.0,162.154131,5026.600242,4.0
99.438248,0.0,162.154129,5026.619315,4.0
99.340561,0.0,162.154133,5026.667093,4.0
99.511505,0.0,162.154151,5026.557507,4.0
99.389404,0.0,162.154136,5026.754166,4.0
99.340561,0.0,162.15418,5026.59428,4.0
99.316147,0.0,162.154176,5026.570615,4.0
99.65802,0.0,162.154165,5026.548912,4.0
99.413826,0.0,162.154148,5026.908759,4.0
99.364983,0.0,162.154236,5026.594686,4.0
99.413826,0.0,162.154232,5026.597493,4.0
99.316147,0.0,162.154228,5026.647864,4.0
99.364983,0.0,162.15424,5026.537674,4.0
99.340561,0.0,162.154219,5026.606891,4.0
99.340561,0.0,162.154218,5026.569575,4.0
99.487083,0.0,162.154207,5026.575651,4.0
99.413826,0.0,162.154197,5026.727183,4.0
99.413826,0.0,162.154232,5026.625744,4.0
99.340561,0.0,162.154236,5026.643246,4.0
99.487083,0.0,162.154246,5026.564104,4.0
99.340561,0.0,162.154233,5026.730109,4.0
99.487083,0.0,162.154268,5026.549812,4.0
99.511505,0.0,162.154251,5026.733017,4.0
99.413826,0.0,162.154287,5026.72804,4.0
99.413826,0.0,162.154321,5026.627942,4.0
99.487083,0.0,162.154325,5026.64521,4.0
99.438248,0.0,162.154335,5026.718906,4.0
99.291725,0.0,162.154366,5026.656168,4.0
99.413826,0.0,162.154379,5026.514446,4.0
99.364983,0.0,162.15435,5026.665255,4.0
99.340561,0.0,162.154365,5026.588927,4.0
99.316147,0.0,162.154358,5026.576325,4.0
99.438248,0.0,162.154347,5026.552732,4.0
99.438248,0.0,162.154329,5026.683655,4.0
99.389404,0.0,162.15435,5026.661794,4.0
99.364983,0.0,162.154365,5026.614979,4.0
99.462662,0.0,162.154365,5026.597533,4.0
99.364983,0.0,162.15436,5026.70227,4.0
99.462662,0.0,162.154377,5026.705177,4.0
99.413826,0.0,162.154404,5026.68498,4.0
99.364983,0.0,162.154425,5026.638057,4.0
99.389404,0.0,162.154431,5026.59533,4.0
99.511505,0.0,162.154425,5026.627954,4.0
99.364983,0.0,162.154429,5026.74981,4.0
99.316147,0.0,162.154468,5026.577172,4.0
99.413826,0.0,162.154457,5026.555481,4.0
99.389404,0.0,162.154439,5026.660602,4.0
